"","lsoa11cd","msoa11cd"
"93886","E01029649","E02006187"
"93887","E01029655","E02006174"
"93888","E01029676","E02006185"
"93890","E01029630","E02006182"
"93891","E01029629","E02006182"
"93892","E01029645","E02006186"
"93893","E01029652","E02006187"
"93894","E01029672","E02006186"
"93895","E01029675","E02006186"
"93896","E01029678","E02006186"
"93898","E01029613","E02006181"
"93899","E01029638","E02006178"
"93904","E01029642","E02006177"
"93905","E01029643","E02006178"
"93907","E01029653","E02006187"
"93910","E01029654","E02006183"
"93912","E01029664","E02006184"
"93913","E01029666","E02006184"
"93914","E01029669","E02006176"
"93915","E01029673","E02006185"
"93916","E01029671","E02006185"
"93922","E01029677","E02006186"
"93923","E01029679","E02006185"
"93924","E01029680","E02006185"
"93925","E01029637","E02006179"
"93926","E01029633","E02006180"
"93927","E01029636","E02006179"
"93929","E01029647","E02006175"
"93931","E01029657","E02006174"
"93932","E01029658","E02006174"
"93933","E01029667","E02006186"
"93934","E01029670","E02006176"
"94001","E01029651","E02006187"
"94002","E01029650","E02006187"
"94005","E01029656","E02006174"
"94007","E01029660","E02006174"
"94008","E01029661","E02006183"
"94011","E01029736","E02006199"
"94012","E01029663","E02006183"
"94014","E01029739","E02006191"
"94017","E01029659","E02006174"
"94020","E01029662","E02006184"
"94025","E01029741","E02006191"
"94027","E01029747","E02006192"
"94028","E01029754","E02006191"
"94029","E01029699","E02006197"
"94030","E01029702","E02006188"
"94031","E01029721","E02006194"
"94033","E01029738","E02006199"
"94035","E01029737","E02006199"
"94036","E01029744","E02006190"
"94037","E01029732","E02006198"
"94038","E01029756","E02006190"
"94040","E01029691","E02006197"
"94041","E01029727","E02006200"
"94042","E01029734","E02006203"
"94043","E01029718","E02006193"
"94045","E01029685","E02006201"
"94048","E01029665","E02006183"
"94049","E01029668","E02006176"
"94053","E01029686","E02006198"
"94054","E01029687","E02006195"
"94055","E01029688","E02006202"
"94056","E01029695","E02006192"
"94057","E01029700","E02006198"
"94058","E01029705","E02006188"
"94064","E01029709","E02006202"
"94065","E01029706","E02006202"
"94067","E01029711","E02006195"
"94068","E01029710","E02006195"
"94071","E01029712","E02006195"
"94072","E01029714","E02006199"
"94073","E01029723","E02006198"
"94074","E01029731","E02006201"
"94076","E01029730","E02006201"
"94080","E01029617","E02006176"
"94092","E01029674","E02006186"
"94093","E01029759","E02006201"
"94105","E01029620","E02006177"
"94108","E01029644","E02006178"
"94110","E01029646","E02006175"
"94111","E01029648","E02006175"
"94116","E01029632","E02006180"
"94125","E01029621","E02006175"
"94141","E01029681","E02006189"
"94154","E01029625","E02006177"
"94155","E01029713","E02006195"
"94157","E01029639","E02006178"
"94161","E01029716","E02006200"
"94162","E01029720","E02006194"
"94163","E01029719","E02006194"
"94165","E01029735","E02006203"
"94168","E01029746","E02006190"
"94169","E01029745","E02006190"
"94171","E01029750","E02006194"
"94174","E01029682","E02006189"
"94176","E01029697","E02006192"
"94177","E01029707","E02006202"
"94178","E01029708","E02006202"
"94182","E01029742","E02006199"
"94183","E01029749","E02006189"
"94184","E01029703","E02006188"
"94187","E01029740","E02006190"
"94194","E01029698","E02006192"
"94197","E01029733","E02006191"
"94206","E01029724","E02006198"
"94220","E01029616","E02006179"
"94226","E01029640","E02006178"
"94230","E01029631","E02006182"
"94235","E01029641","E02006177"
"94280","E01029628","E02006182"
"94358","E01029729","E02006203"
"94361","E01029684","E02006201"
"94401","E01029689","E02006197"
"94402","E01029755","E02006191"
"94405","E01029809","E02006204"
"94411","E01029694","E02006197"
"94414","E01029701","E02006197"
"94417","E01029725","E02006196"
"94425","E01029692","E02006196"
"94426","E01029753","E02006190"
"94434","E01029717","E02006200"
"94437","E01029715","E02006200"
"94439","E01029722","E02006196"
"94441","E01029728","E02006200"
"94442","E01029726","E02006203"
"94443","E01029752","E02006194"
"94456","E01029704","E02006188"
"94458","E01029811","E02006208"
"94459","E01029813","E02006209"
"94460","E01029761","E02006213"
"94462","E01029786","E02006214"
"94465","E01029757","E02006201"
"94467","E01029791","E02006216"
"94472","E01029758","E02006201"
"94480","E01029807","E02006208"
"94481","E01029770","E02006205"
"94482","E01029769","E02006205"
"94483","E01029780","E02006212"
"94484","E01029794","E02006212"
"94485","E01029818","E02006212"
"94487","E01029764","E02006206"
"94488","E01029774","E02006206"
"94491","E01029772","E02006207"
"94492","E01029787","E02006214"
"94493","E01029793","E02006209"
"94494","E01029798","E02006215"
"94496","E01029815","E02006209"
"94497","E01029816","E02006209"
"94498","E01029762","E02006211"
"94499","E01029796","E02006213"
"94500","E01029795","E02006213"
"94502","E01029797","E02006204"
"94504","E01029799","E02006215"
"94505","E01029801","E02006210"
"94506","E01029803","E02006210"
"94508","E01029814","E02006208"
"94509","E01029817","E02006210"
"94511","E01029766","E02006206"
"94512","E01029782","E02006213"
"94514","E01029783","E02006214"
"94516","E01029805","E02006209"
"94525","E01029751","E02006193"
"94534","E01029683","E02006189"
"94540","E01029743","E02006193"
"94543","E01029696","E02006192"
"94555","E01029788","E02006216"
"94575","E01029693","E02006196"
"94591","E01029690","E02006193"
"94623","E01029748","E02006189"
"94685","E01029792","E02006209"
"94691","E01029785","E02006216"
"94696","E01029812","E02006208"
"94699","E01029763","E02006206"
"94700","E01029808","E02006204"
"94703","E01029767","E02006205"
"94706","E01029768","E02006207"
"94711","E01029771","E02006207"
"94714","E01029773","E02006207"
"94716","E01029775","E02006211"
"94718","E01029776","E02006211"
"94727","E01029760","E02006201"
"94801","E01029806","E02006204"
"94803","E01029819","E02006212"
"94807","E01029804","E02006208"
"94814","E01029863","E02006225"
"94815","E01029829","E02006226"
"94823","E01029784","E02006216"
"94828","E01029790","E02006216"
"94829","E01029789","E02006215"
"94831","E01029800","E02006215"
"94837","E01029765","E02006206"
"94839","E01029851","E02006218"
"94840","E01029847","E02006217"
"94841","E01029848","E02006217"
"94842","E01029852","E02006217"
"94843","E01029864","E02006225"
"94845","E01029820","E02006219"
"94846","E01029823","E02006220"
"94847","E01029831","E02006220"
"94848","E01029833","E02006221"
"94849","E01029837","E02006221"
"94850","E01029843","E02006223"
"94851","E01029849","E02006218"
"94852","E01029853","E02006217"
"94853","E01029855","E02006224"
"94856","E01029858","E02006224"
"94861","E01029802","E02006205"
"94863","E01032901","E02006226"
"94866","E01029824","E02006219"
"94867","E01029869","E02006226"
"94870","E01029827","E02006222"
"94876","E01029865","E02006224"
"94877","E01029828","E02006222"
"94878","E01029822","E02006219"
"94880","E01029821","E02006219"
"94881","E01029779","E02006212"
"94882","E01029777","E02006211"
"94888","E01029781","E02006214"
"94894","E01029840","E02006223"
"94896","E01029834","E02006220"
"94917","E01029778","E02006215"
"94919","E01029832","E02006220"
"94948","E01029839","E02006221"
"94951","E01029842","E02006223"
"94961","E01029841","E02006219"
"94962","E01029850","E02006218"
"94964","E01029862","E02006225"
"94970","E01029830","E02006222"
"94973","E01029867","E02006226"
"94976","E01029826","E02006222"
"94986","E01029846","E02006217"
"94990","E01029856","E02006224"
"95000","E01029845","E02006223"
"95002","E01029859","E02006223"
"95006","E01029868","E02006226"
"95022","E01029857","E02006224"
"95025","E01032902","E02006226"
"95032","E01029838","E02006221"
"95040","E01029854","E02006217"
"95041","E01029861","E02006225"
"95044","E01029835","E02006218"
"95055","E01029836","E02006218"
"95073","E01029810","E02006204"
"95201","E01029876","E02006227"
"95203","E01029878","E02006231"
"95204","E01029880","E02006232"
"95206","E01029881","E02006228"
"95209","E01029885","E02006228"
"95210","E01029884","E02006228"
"95211","E01029890","E02006234"
"95212","E01029825","E02006222"
"95213","E01029919","E02006233"
"95214","E01029891","E02006234"
"95215","E01029893","E02006230"
"95216","E01029897","E02006237"
"95218","E01029899","E02006235"
"95220","E01029901","E02006229"
"95221","E01029902","E02006235"
"95222","E01029905","E02006236"
"95224","E01029907","E02006227"
"95226","E01029911","E02006230"
"95228","E01029922","E02006232"
"95229","E01029874","E02006237"
"95231","E01029887","E02006234"
"95232","E01029892","E02006230"
"95233","E01029896","E02006230"
"95235","E01029903","E02006236"
"95236","E01029900","E02006229"
"95237","E01029898","E02006227"
"95240","E01029906","E02006235"
"95241","E01029910","E02006231"
"95242","E01029915","E02006233"
"95244","E01029918","E02006233"
"95247","E01029873","E02006237"
"95250","E01029921","E02006232"
"95251","E01029914","E02006233"
"95253","E01029920","E02006233"
"95254","E01029870","E02006236"
"95258","E01029912","E02006233"
"95259","E01029894","E02006230"
"95269","E01029917","E02006229"
"95279","E01029904","E02006236"
"95280","E01029923","E02006232"
"95281","E01029882","E02006236"
"95283","E01029872","E02006236"
"95284","E01029871","E02006237"
"95288","E01029875","E02006235"
"95289","E01029877","E02006231"
"95290","E01029879","E02006231"
"95293","E01029883","E02006236"
"95326","E01029909","E02006231"
"95329","E01029908","E02006231"
"95333","E01029889","E02006234"
"95335","E01029844","E02006220"
"95347","E01029916","E02006233"
"95348","E01029888","E02006234"
"95353","E01029886","E02006234"
"95370","E01029913","E02006233"
"95419","E01029895","E02006230"
"95437","E01029951","E02006826"
"95438","E01029929","E02006238"
"95439","E01029946","E02006241"
"95441","E01029949","E02006826"
"95442","E01029928","E02006238"
"95443","E01029947","E02006241"
"95538","E01029860","E02006225"
"95604","E01029941","E02006242"
"95605","E01033453","E02006239"
"95607","E01029930","E02006238"
"95608","E01029945","E02006240"
"95609","E01029938","E02006241"
"95610","E01029944","E02006239"
"95611","E01029979","E02006260"
"95612","E01029975","E02006246"
"95615","E01029942","E02006239"
"95616","E01029986","E02006254"
"95617","E01029981","E02006260"
"95618","E01030030","E02006247"
"95619","E01030016","E02006257"
"95620","E01029927","E02006238"
"95624","E01029952","E02006826"
"95625","E01029954","E02006243"
"95626","E01032523","E02006240"
"95628","E01029950","E02006826"
"95629","E01029925","E02006826"
"95632","E01029926","E02006238"
"95635","E01029939","E02006241"
"95638","E01029953","E02006243"
"95640","E01029957","E02006242"
"95641","E01032525","E02006240"
"95648","E01032612","E02006826"
"95653","E01029937","E02006243"
"95654","E01029956","E02006243"
"95655","E01029955","E02006243"
"95666","E01029987","E02006254"
"95667","E01030019","E02006259"
"95668","E01029961","E02006251"
"95670","E01030014","E02006257"
"95674","E01030001","E02006248"
"95675","E01029958","E02006251"
"95681","E01030036","E02006245"
"95683","E01029960","E02006251"
"95684","E01030011","E02006249"
"95686","E01030015","E02006257"
"95688","E01029985","E02006254"
"95690","E01029970","E02006256"
"95692","E01029966","E02006253"
"95695","E01029984","E02006254"
"95697","E01029971","E02006256"
"95699","E01029969","E02006256"
"95704","E01029998","E02006248"
"95707","E01030027","E02006247"
"95709","E01030028","E02006247"
"95710","E01030035","E02006245"
"95711","E01030005","E02006252"
"95712","E01030010","E02006249"
"95713","E01030025","E02006250"
"95715","E01033124","E02006251"
"95717","E01033125","E02006251"
"95720","E01033126","E02006255"
"95727","E01029976","E02006246"
"95729","E01029980","E02006260"
"95735","E01033123","E02006255"
"95736","E01029994","E02006258"
"95737","E01033131","E02006258"
"95739","E01029997","E02006248"
"95740","E01030012","E02006257"
"95742","E01030013","E02006257"
"95744","E01030017","E02006259"
"95745","E01030020","E02006259"
"95747","E01029996","E02006258"
"95748","E01029974","E02006246"
"95755","E01032526","E02006240"
"95761","E01032524","E02006240"
"95762","E01029995","E02006258"
"95764","E01030003","E02006252"
"95766","E01030002","E02006252"
"95767","E01030008","E02006249"
"95769","E01030007","E02006249"
"95770","E01030009","E02006249"
"95774","E01033129","E02006251"
"95775","E01033130","E02006256"
"95776","E01029988","E02006254"
"95779","E01030024","E02006250"
"95781","E01030023","E02006250"
"95782","E01030031","E02006247"
"95783","E01029964","E02006253"
"95784","E01029968","E02006256"
"95790","E01029967","E02006253"
"95791","E01029963","E02006253"
"95793","E01029973","E02006246"
"95796","E01030033","E02006245"
"95797","E01030034","E02006245"
"95801","E01033122","E02006256"
"95819","E01029940","E02006241"
"95823","E01033451","E02006242"
"95846","E01033452","E02006242"
"95862","E01033454","E02006242"
"95871","E01030029","E02006247"
"95877","E01030032","E02006245"
"95885","E01029978","E02006260"
"95893","E01029983","E02006260"
"95900","E01030004","E02006252"
"95906","E01029990","E02006255"
"95943","E01029992","E02006255"
"95945","E01030000","E02006248"
"95957","E01030006","E02006252"
"95959","E01029965","E02006253"
"95964","E01029999","E02006248"
"95978","E01030026","E02006250"
"95979","E01030022","E02006250"
"95983","E01033127","E02006258"
"95984","E01033128","E02006258"
"95994","E01029982","E02006260"
"96014","E01030045","E02006272"
"96016","E01029977","E02006246"
"96017","E01030052","E02006261"
"96019","E01030021","E02006259"
"96020","E01030055","E02006262"
"96062","E01030063","E02006269"
"96079","E01029991","E02006255"
"96090","E01029962","E02006251"
"96097","E01030053","E02006263"
"96118","E01030056","E02006266"
"96119","E01030059","E02006265"
"96120","E01030072","E02006269"
"96121","E01030076","E02006270"
"96123","E01030079","E02006268"
"96124","E01030080","E02006268"
"96126","E01030077","E02006268"
"96127","E01030081","E02006265"
"96130","E01030058","E02006261"
"96133","E01030038","E02006265"
"96138","E01030082","E02006263"
"96139","E01030075","E02006269"
"96141","E01030089","E02006266"
"96142","E01030061","E02006271"
"96143","E01030071","E02006270"
"96144","E01030070","E02006271"
"96146","E01030042","E02006272"
"96147","E01030050","E02006264"
"96148","E01030084","E02006264"
"96153","E01030039","E02006262"
"96154","E01030041","E02006271"
"96156","E01030064","E02006261"
"96160","E01030046","E02006272"
"96162","E01030051","E02006266"
"96164","E01030054","E02006262"
"96166","E01030057","E02006267"
"96171","E01030065","E02006266"
"96173","E01030066","E02006262"
"96175","E01030069","E02006269"
"96177","E01030018","E02006259"
"96178","E01030037","E02006265"
"96184","E01030040","E02006264"
"96231","E01030044","E02006272"
"96232","E01030043","E02006271"
"96235","E01030048","E02006267"
"96237","E01030049","E02006264"
"96258","E01030067","E02006262"
"96259","E01030068","E02006262"
"96262","E01030078","E02006270"
"96321","E01030073","E02006268"
"96323","E01030047","E02006272"
"96326","E01030060","E02006270"
"96333","E01033316","E02006270"
"96345","E01030088","E02006261"
"96355","E01030083","E02006267"
"96361","E01030090","E02006263"
"96367","E01033317","E02006270"
"96394","E01030062","E02006271"
"96401","E01030143","E02006281"
"96402","E01030106","E02006286"
"96403","E01030108","E02006286"
"96404","E01030105","E02006286"
"96408","E01030091","E02006278"
"96409","E01030101","E02006282"
"96415","E01030109","E02006284"
"96417","E01030113","E02006286"
"96419","E01030114","E02006286"
"96423","E01030115","E02006285"
"96426","E01030125","E02006279"
"96427","E01030131","E02006275"
"96428","E01030141","E02006275"
"96429","E01030139","E02006275"
"96432","E01030140","E02006275"
"96433","E01030110","E02006284"
"96436","E01030100","E02006280"
"96441","E01030098","E02006280"
"96445","E01030118","E02006285"
"96446","E01030117","E02006285"
"96447","E01030121","E02006274"
"96450","E01030130","E02006275"
"96451","E01030133","E02006274"
"96452","E01030134","E02006280"
"96453","E01030145","E02006273"
"96454","E01030149","E02006279"
"96456","E01030138","E02006276"
"96457","E01030094","E02006274"
"96458","E01033319","E02006270"
"96465","E01030103","E02006276"
"96467","E01030137","E02006278"
"96468","E01030097","E02006273"
"96469","E01030096","E02006273"
"96472","E01030099","E02006282"
"96477","E01030119","E02006280"
"96479","E01030120","E02006283"
"96483","E01030122","E02006283"
"96486","E01030144","E02006281"
"96487","E01030132","E02006274"
"96495","E01030146","E02006273"
"96498","E01030150","E02006282"
"96510","E01030104","E02006276"
"96524","E01030123","E02006279"
"96525","E01030086","E02006266"
"96539","E01030085","E02006264"
"96547","E01033049","E02006281"
"96551","E01030093","E02006278"
"96559","E01030116","E02006285"
"96569","E01030129","E02006277"
"96586","E01030135","E02006280"
"96589","E01030087","E02006267"
"96593","E01033050","E02006277"
"96614","E01030107","E02006286"
"96615","E01030111","E02006284"
"96616","E01030127","E02006277"
"96620","E01033048","E02006281"
"96623","E01033047","E02006278"
"96627","E01030147","E02006281"
"96628","E01030151","E02006283"
"96644","E01030142","E02006281"
"96646","E01030095","E02006273"
"96656","E01030128","E02006277"
"96663","E01030092","E02006279"
"96668","E01030112","E02006284"
"96669","E01030124","E02006279"
"96673","E01033043","E02006278"
"96674","E01033046","E02006278"
"96681","E01033044","E02006277"
"96684","E01033045","E02006277"
"96792","E01030148","E02006279"
"96801","E01030210","E02006289"
"96802","E01030218","E02006298"
"96803","E01030203","E02006294"
"96804","E01030216","E02006298"
"96805","E01030169","E02006300"
"96806","E01030207","E02006295"
"96807","E01030168","E02006300"
"96808","E01030219","E02006287"
"96809","E01030186","E02006289"
"96810","E01030184","E02006295"
"96811","E01030165","E02006301"
"96812","E01030181","E02006296"
"96814","E01030179","E02006295"
"96815","E01030196","E02006297"
"96817","E01033442","E02006296"
"96821","E01033444","E02006296"
"96827","E01030199","E02006293"
"96828","E01030158","E02006299"
"96832","E01030152","E02006290"
"96835","E01030176","E02006288"
"96837","E01030191","E02006296"
"96839","E01030190","E02006296"
"96840","E01033450","E02006299"
"96843","E01030160","E02006300"
"96844","E01030164","E02006299"
"96845","E01030163","E02006301"
"96846","E01030180","E02006295"
"96849","E01030185","E02006294"
"96852","E01030215","E02006298"
"96853","E01030214","E02006298"
"96857","E01030171","E02006298"
"96858","E01030173","E02006288"
"96859","E01030174","E02006288"
"96861","E01030159","E02006299"
"96862","E01030201","E02006287"
"96865","E01030221","E02006292"
"96869","E01030166","E02006299"
"96870","E01030172","E02006288"
"96871","E01030175","E02006292"
"96872","E01030189","E02006290"
"96877","E01030187","E02006290"
"96879","E01030212","E02006289"
"96881","E01033447","E02006296"
"96931","E01030183","E02006295"
"96932","E01033449","E02006293"
"96955","E01030222","E02006287"
"96971","E01030155","E02006294"
"96978","E01030192","E02006296"
"96980","E01030195","E02006291"
"96982","E01030193","E02006291"
"96984","E01030170","E02006300"
"96986","E01030188","E02006290"
"96995","E01030197","E02006297"
"96997","E01030167","E02006301"
"97001","E01033448","E02006293"
"97003","E01030205","E02006297"
"97004","E01030194","E02006291"
"97007","E01033443","E02006293"
"97011","E01030162","E02006301"
"97014","E01030161","E02006300"
"97022","E01030204","E02006297"
"97024","E01033446","E02006293"
"97025","E01030153","E02006290"
"97030","E01030220","E02006291"
"97057","E01030200","E02006292"
"97066","E01030206","E02006297"
"97070","E01030217","E02006298"
"97074","E01030154","E02006288"
"97086","E01030198","E02006296"
"97094","E01030208","E02006289"
"97113","E01033445","E02006293"
"97115","E01030209","E02006289"
"97187","E01030211","E02006294"
"97201","E01030267","E02006304"
"97202","E01030269","E02006307"
"97203","E01030271","E02006304"
"97204","E01030272","E02006313"
"97205","E01030278","E02006304"
"97207","E01030230","E02006314"
"97208","E01030258","E02006308"
"97209","E01030280","E02006304"
"97210","E01030284","E02006315"
"97211","E01030288","E02006307"
"97213","E01030287","E02006309"
"97215","E01030292","E02006312"
"97217","E01030293","E02006312"
"97218","E01030237","E02006310"
"97219","E01030241","E02006302"
"97220","E01030229","E02006316"
"97222","E01030232","E02006314"
"97224","E01030252","E02006313"
"97225","E01030285","E02006314"
"97227","E01030290","E02006306"
"97231","E01030286","E02006312"
"97236","E01030295","E02006315"
"97238","E01030260","E02006302"
"97239","E01030225","E02006311"
"97240","E01030246","E02006305"
"97241","E01030249","E02006305"
"97242","E01030248","E02006305"
"97243","E01030254","E02006308"
"97244","E01030256","E02006308"
"97245","E01030265","E02006305"
"97246","E01030270","E02006306"
"97247","E01030244","E02006316"
"97249","E01030247","E02006308"
"97253","E01030250","E02006305"
"97258","E01030282","E02006315"
"97260","E01030240","E02006302"
"97269","E01030261","E02006303"
"97270","E01030264","E02006305"
"97273","E01030276","E02006308"
"97274","E01030291","E02006309"
"97276","E01030294","E02006312"
"97277","E01030289","E02006306"
"97278","E01030262","E02006303"
"97281","E01030283","E02006315"
"97282","E01030231","E02006314"
"97292","E01030277","E02006303"
"97346","E01030245","E02006316"
"97349","E01030235","E02006307"
"97354","E01030227","E02006311"
"97355","E01030242","E02006302"
"97356","E01030281","E02006303"
"97361","E01030257","E02006309"
"97363","E01030279","E02006303"
"97385","E01030274","E02006309"
"97392","E01030224","E02006311"
"97393","E01030223","E02006311"
"97394","E01030234","E02006310"
"97395","E01030236","E02006310"
"97398","E01030253","E02006313"
"97402","E01030266","E02006304"
"97404","E01030275","E02006309"
"97440","E01030263","E02006306"
"97463","E01030228","E02006311"
"97467","E01030226","E02006312"
"97474","E01030239","E02006313"
"97477","E01030243","E02006316"
"97478","E01030251","E02006313"
"97481","E01030255","E02006306"
"97516","E01030233","E02006307"
"97527","E01030268","E02006307"
"97542","E01030259","E02006302"
"97601","E01030307","E02006329"
"97603","E01030314","E02006326"
"97604","E01030316","E02006330"
"97605","E01030350","E02006321"
"97607","E01030315","E02006330"
"97609","E01030317","E02006330"
"97610","E01030353","E02006321"
"97611","E01030321","E02006325"
"97612","E01030351","E02006321"
"97613","E01030320","E02006325"
"97616","E01030352","E02006321"
"97617","E01030319","E02006325"
"97620","E01030325","E02006322"
"97621","E01030238","E02006310"
"97622","E01030344","E02006334"
"97623","E01030359","E02006323"
"97624","E01030357","E02006323"
"97627","E01030360","E02006323"
"97628","E01030367","E02006326"
"97630","E01030366","E02006326"
"97631","E01030368","E02006324"
"97634","E01030370","E02006325"
"97635","E01030369","E02006325"
"97638","E01030371","E02006328"
"97639","E01030375","E02006328"
"97640","E01030376","E02006328"
"97642","E01030374","E02006328"
"97644","E01030339","E02006327"
"97645","E01030300","E02006333"
"97646","E01030304","E02006333"
"97648","E01030322","E02006322"
"97651","E01030326","E02006318"
"97652","E01030327","E02006318"
"97653","E01030333","E02006317"
"97655","E01030336","E02006319"
"97656","E01030337","E02006319"
"97658","E01030340","E02006327"
"97661","E01030356","E02006324"
"97662","E01030358","E02006323"
"97664","E01030364","E02006320"
"97667","E01030338","E02006327"
"97671","E01030342","E02006334"
"97673","E01030343","E02006334"
"97684","E01030345","E02006334"
"97689","E01030323","E02006322"
"97715","E01030372","E02006328"
"97716","E01030363","E02006320"
"97729","E01030273","E02006313"
"97749","E01030334","E02006319"
"97750","E01030298","E02006331"
"97753","E01030302","E02006333"
"97754","E01030303","E02006334"
"97755","E01030305","E02006333"
"97756","E01030309","E02006329"
"97760","E01030312","E02006330"
"97763","E01030355","E02006324"
"97765","E01030362","E02006320"
"97770","E01030296","E02006331"
"97771","E01030328","E02006318"
"97777","E01030329","E02006318"
"97819","E01030308","E02006329"
"97820","E01030310","E02006329"
"97827","E01030331","E02006317"
"97829","E01030324","E02006322"
"97831","E01030365","E02006324"
"97832","E01030330","E02006317"
"97834","E01030332","E02006317"
"97838","E01030318","E02006330"
"97840","E01030335","E02006319"
"97843","E01030354","E02006324"
"97846","E01030299","E02006331"
"97847","E01030297","E02006331"
"97851","E01030301","E02006333"
"97852","E01030306","E02006333"
"97877","E01030341","E02006327"
"97922","E01030346","E02006332"
"97924","E01030349","E02006332"
"97928","E01030313","E02006326"
"97939","E01030361","E02006320"
"97950","E01030347","E02006332"
"97957","E01030311","E02006330"
"97971","E01030348","E02006332"
"98006","E01030413","E02006338"
"98007","E01030403","E02006341"
"98009","E01030399","E02006336"
"98027","E01030387","E02006335"
"98028","E01030398","E02006837"
"98062","E01030401","E02006339"
"98065","E01030415","E02006338"
"98067","E01032624","E02006837"
"98068","E01030391","E02006341"
"98075","E01030373","E02006328"
"98110","E01030380","E02006343"
"98111","E01030392","E02006837"
"98112","E01030393","E02006335"
"98113","E01030395","E02006338"
"98114","E01030385","E02006341"
"98116","E01030390","E02006837"
"98121","E01030417","E02006343"
"98122","E01030404","E02006341"
"98124","E01030400","E02006336"
"98125","E01030418","E02006343"
"98134","E01030405","E02006343"
"98136","E01030420","E02006343"
"98137","E01030394","E02006336"
"98142","E01030402","E02006339"
"98145","E01030406","E02006337"
"98147","E01030410","E02006341"
"98149","E01030409","E02006341"
"98150","E01030414","E02006336"
"98156","E01030384","E02006339"
"98158","E01030383","E02006339"
"98161","E01030377","E02006337"
"98162","E01030378","E02006337"
"98166","E01030388","E02006335"
"98167","E01030389","E02006335"
"98168","E01030386","E02006335"
"98178","E01030408","E02006337"
"98180","E01030416","E02006338"
"98184","E01030396","E02006837"
"98194","E01030381","E02006342"
"98197","E01030379","E02006343"
"98206","E01030407","E02006337"
"98211","E01030412","E02006342"
"98223","E01030411","E02006342"
"98231","E01030488","E02006349"
"98232","E01030424","E02006353"
"98234","E01030425","E02006357"
"98235","E01030430","E02006347"
"98236","E01030435","E02006351"
"98237","E01030436","E02006354"
"98238","E01030443","E02006346"
"98240","E01030445","E02006346"
"98241","E01030440","E02006344"
"98242","E01030444","E02006346"
"98244","E01030448","E02006359"
"98246","E01030456","E02006359"
"98250","E01030454","E02006359"
"98251","E01030458","E02006344"
"98252","E01030461","E02006354"
"98253","E01030460","E02006354"
"98259","E01030419","E02006342"
"98292","E01030382","E02006837"
"98401","E01030483","E02006350"
"98402","E01030494","E02006355"
"98405","E01030497","E02006355"
"98407","E01030493","E02006352"
"98408","E01030485","E02006349"
"98411","E01030464","E02006351"
"98414","E01030503","E02006348"
"98416","E01030484","E02006350"
"98417","E01030491","E02006361"
"98418","E01030465","E02006345"
"98422","E01030468","E02006358"
"98423","E01030470","E02006355"
"98426","E01030452","E02006358"
"98427","E01030450","E02006356"
"98430","E01030451","E02006356"
"98440","E01030487","E02006349"
"98442","E01030438","E02006356"
"98446","E01030449","E02006359"
"98448","E01030455","E02006356"
"98449","E01030457","E02006356"
"98453","E01030453","E02006356"
"98459","E01030421","E02006357"
"98460","E01030422","E02006357"
"98462","E01030429","E02006347"
"98464","E01030459","E02006344"
"98469","E01030423","E02006357"
"98473","E01030466","E02006345"
"98474","E01030495","E02006352"
"98475","E01030501","E02006348"
"98476","E01030472","E02006360"
"98478","E01030426","E02006347"
"98481","E01030467","E02006358"
"98482","E01030502","E02006348"
"98483","E01030490","E02006361"
"98484","E01030471","E02006360"
"98485","E01030481","E02006350"
"98486","E01030428","E02006347"
"98487","E01030500","E02006348"
"98490","E01030496","E02006355"
"98495","E01030489","E02006349"
"98498","E01030482","E02006350"
"98505","E01030439","E02006354"
"98509","E01030446","E02006346"
"98510","E01030462","E02006351"
"98511","E01030463","E02006351"
"98516","E01030469","E02006358"
"98518","E01030486","E02006352"
"98520","E01030504","E02006348"
"98523","E01030431","E02006353"
"98526","E01030479","E02006360"
"98531","E01030498","E02006352"
"98538","E01030433","E02006353"
"98540","E01030477","E02006344"
"98542","E01030476","E02006344"
"98543","E01030475","E02006344"
"98546","E01030480","E02006360"
"98549","E01030492","E02006361"
"98552","E01030499","E02006348"
"98555","E01030432","E02006353"
"98560","E01030442","E02006346"
"98569","E01030447","E02006346"
"98580","E01030437","E02006354"
"98586","E01030478","E02006360"
"98591","E01030427","E02006347"
"98592","E01030474","E02006345"
"98609","E01030441","E02006346"
"98629","E01030434","E02006351"
"98662","E01030473","E02006345"
"98808","E01030581","E02006391"
"98809","E01030534","E02006370"
"98810","E01030505","E02006363"
"98814","E01030515","E02006374"
"98815","E01030516","E02006367"
"98816","E01030520","E02006368"
"98817","E01030526","E02006369"
"98818","E01030537","E02006371"
"98819","E01030550","E02006364"
"98820","E01030506","E02006362"
"98821","E01030507","E02006363"
"98822","E01030510","E02006365"
"98824","E01030508","E02006362"
"98827","E01030512","E02006363"
"98829","E01030511","E02006363"
"98830","E01030602","E02006382"
"98832","E01030514","E02006362"
"98834","E01030518","E02006367"
"98835","E01030517","E02006367"
"98836","E01030519","E02006367"
"98838","E01030522","E02006368"
"98839","E01030523","E02006368"
"98843","E01030524","E02006369"
"98844","E01030533","E02006370"
"98847","E01030536","E02006371"
"98848","E01030540","E02006366"
"98849","E01030539","E02006366"
"98850","E01030542","E02006366"
"98854","E01030541","E02006366"
"98856","E01030543","E02006366"
"98857","E01030549","E02006364"
"98858","E01030583","E02006391"
"98859","E01030509","E02006362"
"98860","E01030527","E02006369"
"98862","E01030546","E02006372"
