"","lsoa11cd","msoa11cd"
"184980","S01011345","S02002132"
"184982","S01011342","S02002131"
"184983","S01011341","S02002131"
"184986","S01011351","S02002133"
"184988","S01011336","S02002130"
"184989","S01011230","S02002109"
"184993","S01011196","S02002102"
"184994","S01011232","S02002109"
"184999","S01011222","S02002107"
"185000","S01011244","S02002112"
"185001","S01011236","S02002110"
"185002","S01011271","S02002117"
"185005","S01011207","S02002104"
"185006","S01011205","S02002104"
"185011","S01011183","S02002099"
"185012","S01011248","S02002113"
"185013","S01011280","S02002119"
"185020","S01011300","S02002123"
"185021","S01011309","S02002125"
"185026","S01011189","S02002100"
"185028","S01011190","S02002100"
"185029","S01011188","S02002100"
"185030","S01011193","S02002101"
"185032","S01011202","S02002103"
"185033","S01011221","S02002107"
"185049","S01011229","S02002109"
"185057","S01011240","S02002111"
"185063","S01011270","S02002117"
"185070","S01011284","S02002119"
"185071","S01011348","S02002133"
"185076","S01011263","S02002116"
"185077","S01011255","S02002115"
"185082","S01011184","S02002099"
"185086","S01011249","S02002113"
"185087","S01011211","S02002104"
"185090","S01011282","S02002119"
"185091","S01011283","S02002119"
"185095","S01011281","S02002119"
"185099","S01011303","S02002124"
"185100","S01011353","S02002134"
"185103","S01011318","S02002127"
"185106","S01011194","S02002101"
"185110","S01011231","S02002109"
"185117","S01011310","S02002125"
"185120","S01011329","S02002129"
"185121","S01011332","S02002129"
"185124","S01011333","S02002129"
"185141","S01011247","S02002113"
"185145","S01011278","S02002119"
"185147","S01011242","S02002112"
"185148","S01011276","S02002118"
"185157","S01011187","S02002100"
"185158","S01011200","S02002103"
"185159","S01011208","S02002104"
"185160","S01011199","S02002103"
"185189","S01011192","S02002101"
"185190","S01011197","S02002102"
"185192","S01011223","S02002107"
"185194","S01011266","S02002116"
"185197","S01011330","S02002129"
"185208","S01011267","S02002117"
"185211","S01011182","S02002098"
"185215","S01011308","S02002125"
"185230","S01011191","S02002100"
"185237","S01011195","S02002101"
"185239","S01011201","S02002103"
"185253","S01011198","S02002102"
"185269","S01011293","S02002121"
"185277","S01011209","S02002104"
"185286","S01011257","S02002115"
"185326","S01011338","S02002131"
"185337","S01011254","S02002114"
"185338","S01011212","S02002105"
"185342","S01011288","S02002120"
"185347","S01011285","S02002120"
"185364","S01011316","S02002126"
"185371","S01011304","S02002124"
"185372","S01011346","S02002132"
"185398","S01011173","S02002097"
"185433","S01011241","S02002111"
"185436","S01011237","S02002111"
"185459","S01011251","S02002114"
"185461","S01011203","S02002103"
"185477","S01011179","S02002098"
"185491","S01011264","S02002116"
"185496","S01011235","S02002110"
"185511","S01011321","S02002127"
"185516","S01011252","S02002114"
"185554","S01011206","S02002104"
"185561","S01011250","S02002114"
"185635","S01011256","S02002115"
"185637","S01011277","S02002119"
"185656","S01011233","S02002110"
"185719","S01011313","S02002126"
"186009","S01011809","S02002214"
"186010","S01011804","S02002213"
"186011","S01012018","S02002253"
"186012","S01011944","S02002240"
"186013","S01011829","S02002218"
"186035","S01011822","S02002216"
"186037","S01011818","S02002216"
"186038","S01011827","S02002218"
"186039","S01011828","S02002218"
"186042","S01011813","S02002215"
"186043","S01011808","S02002214"
"186045","S01011832","S02002218"
"186046","S01011806","S02002213"
"186047","S01011820","S02002216"
"186049","S01011823","S02002217"
"186050","S01011825","S02002217"
"186056","S01011814","S02002215"
"186057","S01011859","S02002224"
"186059","S01011807","S02002213"
"186060","S01012016","S02002253"
"186062","S01011811","S02002214"
"186064","S01011810","S02002214"
"186068","S01011841","S02002220"
"186069","S01011805","S02002213"
"186070","S01011821","S02002216"
"186071","S01011819","S02002216"
"186073","S01011824","S02002217"
"186084","S01011817","S02002215"
"186090","S01011816","S02002215"
"186092","S01011826","S02002217"
"186095","S01011812","S02002214"
"186097","S01011815","S02002215"
"186119","S01011945","S02002240"
"186120","S01011842","S02002220"
"186121","S01011957","S02002242"
"186124","S01011999","S02002250"
"186126","S01011948","S02002240"
"186129","S01011889","S02002230"
"186131","S01011998","S02002250"
"186133","S01012009","S02002252"
"186134","S01011838","S02002220"
"186136","S01011897","S02002231"
"186140","S01011879","S02002228"
"186141","S01011830","S02002218"
"186170","S01011831","S02002218"
"186185","S01011951","S02002241"
"186188","S01011855","S02002223"
"186189","S01011839","S02002220"
"186191","S01011845","S02002221"
"186192","S01011852","S02002223"
"186193","S01011965","S02002244"
"186196","S01011846","S02002221"
"186197","S01011876","S02002228"
"186198","S01011966","S02002244"
"186240","S01011885","S02002229"
"186241","S01011996","S02002250"
"186243","S01011988","S02002249"
"186244","S01011864","S02002225"
"186245","S01011863","S02002225"
"186247","S01012010","S02002252"
"186248","S01011947","S02002240"
"186249","S01011862","S02002225"
"186251","S01011878","S02002228"
"186252","S01012004","S02002251"
"186253","S01011946","S02002240"
"186258","S01011854","S02002223"
"186259","S01011904","S02002233"
"186261","S01012000","S02002250"
"186262","S01011976","S02002246"
"186263","S01012005","S02002251"
"186266","S01011886","S02002229"
"186268","S01012002","S02002251"
"186269","S01012003","S02002251"
"186273","S01011997","S02002250"
"186274","S01012008","S02002251"
"186277","S01011913","S02002234"
"186279","S01011833","S02002219"
"186280","S01011843","S02002221"
"186281","S01011836","S02002219"
"186284","S01011958","S02002242"
"186285","S01011959","S02002242"
"186286","S01011849","S02002222"
"186287","S01011979","S02002247"
"186288","S01011981","S02002247"
"186289","S01011975","S02002246"
"186290","S01011974","S02002245"
"186294","S01011978","S02002246"
"186300","S01011858","S02002224"
"186302","S01011984","S02002248"
"186303","S01011861","S02002224"
"186307","S01011875","S02002227"
"186308","S01011953","S02002241"
"186309","S01011961","S02002243"
"186310","S01011960","S02002243"
"186312","S01011967","S02002244"
"186317","S01011971","S02002245"
"186320","S01011969","S02002245"
"186321","S01012007","S02002251"
"186323","S01011985","S02002248"
"186324","S01011987","S02002248"
"186325","S01012014","S02002253"
"186326","S01012015","S02002253"
"186328","S01012011","S02002252"
"186329","S01011991","S02002249"
"186330","S01011992","S02002249"
"186332","S01011871","S02002227"
"186334","S01011844","S02002221"
"186335","S01011848","S02002222"
"186336","S01011881","S02002229"
"186337","S01011893","S02002231"
"186339","S01011840","S02002220"
"186343","S01011853","S02002223"
"186344","S01011877","S02002228"
"186346","S01011851","S02002222"
"186351","S01011883","S02002229"
"186352","S01011870","S02002226"
"186353","S01011867","S02002226"
"186355","S01011866","S02002226"
"186358","S01011916","S02002234"
"186359","S01011915","S02002234"
"186360","S01011887","S02002230"
"186365","S01012001","S02002250"
"186374","S01011938","S02002239"
"186375","S01011964","S02002243"
"186376","S01011968","S02002244"
"186385","S01012012","S02002252"
"186386","S01011990","S02002249"
"186388","S01011856","S02002223"
"186394","S01011899","S02002232"
"186395","S01011903","S02002232"
"186398","S01011902","S02002232"
"186400","S01011934","S02002237"
"186404","S01011970","S02002245"
"186406","S01011956","S02002242"
"186413","S01011989","S02002249"
"186418","S01011986","S02002248"
"186419","S01012013","S02002253"
"186421","S01011977","S02002246"
"186426","S01011892","S02002231"
"186427","S01011900","S02002232"
"186435","S01011963","S02002243"
"186447","S01011907","S02002233"
"186448","S01011906","S02002233"
"186452","S01011994","S02002249"
"186456","S01011972","S02002245"
"186460","S01011983","S02002247"
"186461","S01011869","S02002226"
"186462","S01011895","S02002231"
"186468","S01011850","S02002222"
"186474","S01011910","S02002234"
"186476","S01011914","S02002234"
"186479","S01011921","S02002235"
"186480","S01011922","S02002235"
"186481","S01011918","S02002235"
"186482","S01011919","S02002235"
"186486","S01011927","S02002236"
"186487","S01011943","S02002239"
"186490","S01011901","S02002232"
"186492","S01011896","S02002231"
"186493","S01011873","S02002227"
"186502","S01011909","S02002233"
"186505","S01011891","S02002230"
"186508","S01011955","S02002241"
"186514","S01011940","S02002239"
"186515","S01011835","S02002219"
"186530","S01011882","S02002229"
"186536","S01011905","S02002233"
"186543","S01011982","S02002247"
"186549","S01011980","S02002247"
"186553","S01011935","S02002238"
"186557","S01011884","S02002229"
"186567","S01011872","S02002227"
"186568","S01011857","S02002224"
"186569","S01011860","S02002224"
"186589","S01011973","S02002245"
"186596","S01012017","S02002253"
"186606","S01012006","S02002251"
"186617","S01011923","S02002235"
"186624","S01011924","S02002235"
"186628","S01011917","S02002234"
"186632","S01011929","S02002236"
"186634","S01011928","S02002236"
"186636","S01011926","S02002236"
"186638","S01011930","S02002236"
"186650","S01011952","S02002241"
"186667","S01011911","S02002234"
"186684","S01011995","S02002250"
"186696","S01011920","S02002235"
"186697","S01011890","S02002230"
"186707","S01011898","S02002231"
"186719","S01011925","S02002235"
"186736","S01011868","S02002226"
"186739","S01011936","S02002238"
"186741","S01011950","S02002241"
"186751","S01011949","S02002241"
"186754","S01011931","S02002237"
"186760","S01011993","S02002249"
"186765","S01011888","S02002230"
"186772","S01011894","S02002231"
"186790","S01011880","S02002228"
"186801","S01011962","S02002243"
"186802","S01011933","S02002237"
"186807","S01011874","S02002227"
"186824","S01011847","S02002222"
"186825","S01011837","S02002219"
"186826","S01011834","S02002219"
"186852","S01011912","S02002234"
"186863","S01011954","S02002241"
"186864","S01011941","S02002239"
"186872","S01011939","S02002239"
"186892","S01011908","S02002233"
"186904","S01011942","S02002239"
"186912","S01011937","S02002238"
"186919","S01011932","S02002237"
"186975","S01011865","S02002225"
"187255","S01012267","S02002295"
"187256","S01012359","S02002316"
"187257","S01012266","S02002295"
"187258","S01012255","S02002293"
"187259","S01012252","S02002293"
"187261","S01012259","S02002294"
"187262","S01012246","S02002292"
"187263","S01012292","S02002301"
"187264","S01012283","S02002299"
"187265","S01012335","S02002310"
"187266","S01012258","S02002294"
"187269","S01012322","S02002307"
"187270","S01012273","S02002296"
"187271","S01012354","S02002315"
"187272","S01012381","S02002321"
"187273","S01012382","S02002321"
"187274","S01012384","S02002321"
"187275","S01012383","S02002321"
"187276","S01012380","S02002321"
"187277","S01012386","S02002321"
"187280","S01012321","S02002307"
"187281","S01012330","S02002309"
"187282","S01012295","S02002301"
"187283","S01012304","S02002303"
"187284","S01012312","S02002305"
"187285","S01012302","S02002303"
"187286","S01012323","S02002307"
"187287","S01012301","S02002303"
"187288","S01012313","S02002305"
"187291","S01012310","S02002305"
"187294","S01012271","S02002296"
"187295","S01012272","S02002296"
"187296","S01012290","S02002301"
"187299","S01012366","S02002317"
"187300","S01012376","S02002320"
"187301","S01012289","S02002301"
"187302","S01012377","S02002320"
"187303","S01012379","S02002320"
"187304","S01012378","S02002320"
"187305","S01012343","S02002312"
"187307","S01012329","S02002309"
"187309","S01012342","S02002312"
"187310","S01012262","S02002295"
"187311","S01012247","S02002292"
"187336","S01012364","S02002317"
"187369","S01012371","S02002318"
"187372","S01012370","S02002318"
"187384","S01012363","S02002317"
"187397","S01012353","S02002314"
"187409","S01012281","S02002298"
"187415","S01012276","S02002297"
"187421","S01012285","S02002299"
"187426","S01012278","S02002298"
"187431","S01012282","S02002299"
"187432","S01012338","S02002311"
"187433","S01012339","S02002311"
"187434","S01012340","S02002311"
"187437","S01012263","S02002295"
"187438","S01012269","S02002296"
"187439","S01012253","S02002293"
"187442","S01012305","S02002304"
"187443","S01012307","S02002304"
"187448","S01012254","S02002293"
"187449","S01012372","S02002319"
"187450","S01012367","S02002317"
"187452","S01012337","S02002310"
"187457","S01012317","S02002306"
"187458","S01012291","S02002301"
"187462","S01012274","S02002297"
"187601","S01012333","S02002309"
"187602","S01012346","S02002313"
"187604","S01012341","S02002312"
"187613","S01012355","S02002315"
"187614","S01012358","S02002315"
"187618","S01012357","S02002315"
"187625","S01012248","S02002292"
"187626","S01012360","S02002316"
"187631","S01012369","S02002318"
"187633","S01012250","S02002292"
"187640","S01012244","S02002292"
"187642","S01012249","S02002292"
"187646","S01012365","S02002317"
"187648","S01012328","S02002309"
"187651","S01012297","S02002302"
"187656","S01012300","S02002303"
"187659","S01012298","S02002302"
"187662","S01012306","S02002304"
"187668","S01012309","S02002305"
"187669","S01012260","S02002294"
"187675","S01012257","S02002294"
"187676","S01012356","S02002315"
"187677","S01012316","S02002306"
"187683","S01012324","S02002308"
"187685","S01012320","S02002307"
"187686","S01012303","S02002303"
"187687","S01012256","S02002294"
"187689","S01012311","S02002305"
"187691","S01012332","S02002309"
"187694","S01012373","S02002319"
"187697","S01012314","S02002306"
"187699","S01012299","S02002302"
"187713","S01012280","S02002298"
"187719","S01012287","S02002300"
"187720","S01012286","S02002300"
"187722","S01012265","S02002295"
"187724","S01012325","S02002308"
"187726","S01012374","S02002319"
"187733","S01012296","S02002302"
"187737","S01012331","S02002309"
"187738","S01012375","S02002319"
"187740","S01012245","S02002292"
"187757","S01012347","S02002313"
"187758","S01012345","S02002313"
"187765","S01012368","S02002318"
"187771","S01012348","S02002313"
"187774","S01012344","S02002313"
"187775","S01012277","S02002297"
"187806","S01012318","S02002306"
"187815","S01012352","S02002314"
"187816","S01012350","S02002314"
"187823","S01012385","S02002321"
"187824","S01012351","S02002314"
"187842","S01012327","S02002308"
"187848","S01012308","S02002304"
"187851","S01012268","S02002296"
"187856","S01012349","S02002314"
"187914","S01012288","S02002300"
"187920","S01012251","S02002293"
"187924","S01012294","S02002301"
"187948","S01012293","S02002301"
"187949","S01012336","S02002310"
"187954","S01012270","S02002296"
"187965","S01012326","S02002308"
"187989","S01012319","S02002307"
"188023","S01012261","S02002295"
"188068","S01012279","S02002298"
"188085","S01012361","S02002316"
"188092","S01012334","S02002310"
"188133","S01012315","S02002306"
"188149","S01012284","S02002299"
"188167","S01012264","S02002295"
"188220","S01012275","S02002297"
"188317","S01012362","S02002316"
"188401","S01012403","S02002325"
"188403","S01012391","S02002323"
"188404","S01012397","S02002324"
"188405","S01012405","S02002325"
"188409","S01012407","S02002326"
"188410","S01012409","S02002326"
"188413","S01012389","S02002322"
"188415","S01012486","S02002339"
"188416","S01012404","S02002325"
"188418","S01012408","S02002326"
"188425","S01012410","S02002327"
"188427","S01012412","S02002327"
"188430","S01012411","S02002327"
"188432","S01012406","S02002326"
"188434","S01012416","S02002328"
"188436","S01012415","S02002328"
"188438","S01012413","S02002328"
"188443","S01012414","S02002328"
"188445","S01012387","S02002322"
"188460","S01012485","S02002339"
"188461","S01012399","S02002324"
"188463","S01012402","S02002325"
"188471","S01012393","S02002323"
"188473","S01012469","S02002337"
"188474","S01012396","S02002324"
"188478","S01012401","S02002324"
"188483","S01012398","S02002324"
"188485","S01012471","S02002337"
"188494","S01012466","S02002337"
"188496","S01012400","S02002324"
"188498","S01012388","S02002322"
"188501","S01012483","S02002339"
"188510","S01012390","S02002322"
"188511","S01012395","S02002324"
"188512","S01012392","S02002323"
"188549","S01012474","S02002338"
"188554","S01012454","S02002335"
"188561","S01012394","S02002323"
"188564","S01012451","S02002335"
"188614","S01012522","S02002346"
"188623","S01012520","S02002346"
"188628","S01012526","S02002347"
"188629","S01012523","S02002346"
"188630","S01012529","S02002347"
"188631","S01012569","S02002353"
"188633","S01012557","S02002352"
"188634","S01012563","S02002353"
"188635","S01012546","S02002350"
"188636","S01012473","S02002338"
"188637","S01012422","S02002329"
"188638","S01012432","S02002331"
"188639","S01012436","S02002332"
"188640","S01012506","S02002344"
"188641","S01012519","S02002346"
"188642","S01012448","S02002334"
"188643","S01012446","S02002334"
"188644","S01012532","S02002348"
"188645","S01012565","S02002353"
"188647","S01012550","S02002351"
"188648","S01012442","S02002333"
"188649","S01012561","S02002352"
"188650","S01012544","S02002350"
"188651","S01012450","S02002334"
"188653","S01012441","S02002333"
"188655","S01012421","S02002329"
"188657","S01012429","S02002331"
"188658","S01012437","S02002332"
"188659","S01012440","S02002332"
"188743","S01012433","S02002331"
"188766","S01012434","S02002332"
"188768","S01012475","S02002338"
"188769","S01012517","S02002345"
"188770","S01012515","S02002345"
"188771","S01012568","S02002353"
"188772","S01012567","S02002353"
"188773","S01012566","S02002353"
"188775","S01012559","S02002352"
"188776","S01012439","S02002332"
"188777","S01012481","S02002339"
"188778","S01012484","S02002339"
"188780","S01012534","S02002348"
"188783","S01012438","S02002332"
"188784","S01012430","S02002331"
"188801","S01012463","S02002336"
"188802","S01012470","S02002337"
"188804","S01012461","S02002336"
"188807","S01012507","S02002344"
"188809","S01012503","S02002343"
"188810","S01012508","S02002344"
"188812","S01012495","S02002341"
"188813","S01012489","S02002340"
"188814","S01012502","S02002343"
"188815","S01012549","S02002351"
"188819","S01012497","S02002342"
"188821","S01012527","S02002347"
"188823","S01012535","S02002349"
"188824","S01012538","S02002349"
"188826","S01012560","S02002352"
"188828","S01012558","S02002352"
"188831","S01012509","S02002344"
"188833","S01012423","S02002329"
"188834","S01012504","S02002343"
"188835","S01012511","S02002344"
"188836","S01012453","S02002335"
"188837","S01012488","S02002340"
"188839","S01012553","S02002351"
"188840","S01012445","S02002333"
"188842","S01012459","S02002336"
"188843","S01012457","S02002335"
"188844","S01012455","S02002335"
"188845","S01012458","S02002335"
"188848","S01012456","S02002335"
"188852","S01012444","S02002333"
"188861","S01012500","S02002343"
"188866","S01012452","S02002335"
"188868","S01012525","S02002347"
"188869","S01012556","S02002351"
"188871","S01012417","S02002329"
"188872","S01012447","S02002334"
"188875","S01012552","S02002351"
"188877","S01012505","S02002343"
"188880","S01012564","S02002353"
"188882","S01012496","S02002342"
"188883","S01012543","S02002350"
"188884","S01012551","S02002351"
"188885","S01012510","S02002344"
"188889","S01012548","S02002350"
"188898","S01012501","S02002343"
"188899","S01012449","S02002334"
"188900","S01012512","S02002345"
"188905","S01012492","S02002340"
"188906","S01012431","S02002331"
"188916","S01012482","S02002339"
"188924","S01012530","S02002347"
"188927","S01012524","S02002347"
"188933","S01012518","S02002346"
"188935","S01012493","S02002341"
"188938","S01012427","S02002330"
"188941","S01012426","S02002330"
"188942","S01012424","S02002330"
"188943","S01012425","S02002330"
"188951","S01012464","S02002336"
"188955","S01012513","S02002345"
"188957","S01012542","S02002350"
"188965","S01012541","S02002349"
"188970","S01012498","S02002342"
"188973","S01012539","S02002349"
"188978","S01012462","S02002336"
"188983","S01012491","S02002340"
"189000","S01012490","S02002340"
"189007","S01012487","S02002340"
"189017","S01012443","S02002333"
"189023","S01012419","S02002329"
"189033","S01012420","S02002329"
"189053","S01012531","S02002348"
"189058","S01012555","S02002351"
"189062","S01012545","S02002350"
"189077","S01012499","S02002342"
"189078","S01012460","S02002336"
"189083","S01012477","S02002338"
"189087","S01012435","S02002332"
"189093","S01012418","S02002329"
"189133","S01012472","S02002337"
"189154","S01012547","S02002350"
"189164","S01012521","S02002346"
"189165","S01012533","S02002348"
"189168","S01012428","S02002330"
"189185","S01012528","S02002347"
"189187","S01012516","S02002345"
"189188","S01012537","S02002349"
"189190","S01012540","S02002349"
"189214","S01012562","S02002352"
"189225","S01012480","S02002339"
"189301","S01012536","S02002349"
"189322","S01012468","S02002337"
"189323","S01012465","S02002336"
"189327","S01012476","S02002338"
"189338","S01012514","S02002345"
"189348","S01012554","S02002351"
"189351","S01012478","S02002338"
"189360","S01012467","S02002337"
"189380","S01012479","S02002338"
"189568","S01012494","S02002341"
"189601","S01012665","S02002374"
"189603","S01012675","S02002375"
"189604","S01012661","S02002373"
"189606","S01012600","S02002359"
"189607","S01012654","S02002371"
"189608","S01012945","S02002425"
"189611","S01012616","S02002363"
"189612","S01012636","S02002367"
"189616","S01012660","S02002373"
"189617","S01012662","S02002373"
"189618","S01012936","S02002423"
"189619","S01012632","S02002367"
"189622","S01012756","S02002391"
"189623","S01012664","S02002373"
"189624","S01012919","S02002420"
"189625","S01012940","S02002424"
"189627","S01012628","S02002366"
"189630","S01012640","S02002368"
"189631","S01012610","S02002361"
"189632","S01012930","S02002422"
"189634","S01012718","S02002384"
"189635","S01012794","S02002398"
"189636","S01012938","S02002424"
"189637","S01012843","S02002406"
"189639","S01012844","S02002406"
"189640","S01012842","S02002405"
"189643","S01012830","S02002404"
"189644","S01012871","S02002411"
"189645","S01012880","S02002413"
"189648","S01012851","S02002407"
"189649","S01012886","S02002414"
"189650","S01012888","S02002414"
"189651","S01012887","S02002414"
"189654","S01012878","S02002413"
"189656","S01012860","S02002409"
"189657","S01012827","S02002403"
"189658","S01012841","S02002405"
"189659","S01012952","S02002426"
"189661","S01012635","S02002367"
"189663","S01012652","S02002370"
"189664","S01012621","S02002364"
"189665","S01012620","S02002364"
"189666","S01012622","S02002364"
"189668","S01012629","S02002366"
"189669","S01012627","S02002366"
"189671","S01012691","S02002378"
"189672","S01012689","S02002377"
"189673","S01012680","S02002376"
"189674","S01012613","S02002362"
"189675","S01012612","S02002362"
"189676","S01012599","S02002359"
"189678","S01012601","S02002359"
"189680","S01012571","S02002354"
"189685","S01012570","S02002354"
"189732","S01012910","S02002418"
"189735","S01012645","S02002369"
"189738","S01012915","S02002419"
"189740","S01012630","S02002366"
"189742","S01012998","S02002435"
"189744","S01012634","S02002367"
"189745","S01012681","S02002376"
"189746","S01012700","S02002380"
"189748","S01012574","S02002355"
"189749","S01012576","S02002355"
"189751","S01012578","S02002355"
"189752","S01012584","S02002356"
"189753","S01012641","S02002368"
"189755","S01012577","S02002355"
"189758","S01012619","S02002364"
"189759","S01012956","S02002427"
"189761","S01012624","S02002365"
"189762","S01012623","S02002365"
"189764","S01012685","S02002377"
"189765","S01012692","S02002378"
"189766","S01012581","S02002356"
"189767","S01012679","S02002376"
"189768","S01012585","S02002356"
"189770","S01012666","S02002374"
"189771","S01012608","S02002361"
"189772","S01012997","S02002435"
"189773","S01012590","S02002357"
"189775","S01012682","S02002376"
"189776","S01012605","S02002360"
"189777","S01012572","S02002354"
"189778","S01012579","S02002355"
"189781","S01012583","S02002356"
"189783","S01012655","S02002371"
"189784","S01012696","S02002379"
"189785","S01012697","S02002379"
"189787","S01012699","S02002380"
"189788","S01012701","S02002380"
"189791","S01012593","S02002358"
"189792","S01012962","S02002428"
"189813","S01012847","S02002406"
"189814","S01012865","S02002410"
"189815","S01012881","S02002413"
"189816","S01012879","S02002413"
"189819","S01012656","S02002372"
"189820","S01012602","S02002360"
"189823","S01012934","S02002423"
"189824","S01012929","S02002421"
"189825","S01012928","S02002421"
"189826","S01012972","S02002430"
"189827","S01012722","S02002385"
"189828","S01012724","S02002385"
"189829","S01012713","S02002383"
"189830","S01012791","S02002397"
"189831","S01012799","S02002399"
"189834","S01012761","S02002392"
"189836","S01012764","S02002392"
"189838","S01012979","S02002431"
"189839","S01012778","S02002395"
"189842","S01012721","S02002385"
"189844","S01012717","S02002384"
"189845","S01012708","S02002382"
"189848","S01012714","S02002383"
"189851","S01012801","S02002399"
"189852","S01012808","S02002401"
"189853","S01012813","S02002401"
"189857","S01012836","S02002405"
"189858","S01012716","S02002384"
"189860","S01012800","S02002399"
"189864","S01012638","S02002368"
"189865","S01012693","S02002378"
"189866","S01012920","S02002420"
"189867","S01012944","S02002425"
"189868","S01012955","S02002427"
"189869","S01012953","S02002427"
"189870","S01012758","S02002391"
"189872","S01012737","S02002388"
"189875","S01012848","S02002407"
"189876","S01012846","S02002406"
"189880","S01012889","S02002415"
"189881","S01012895","S02002416"
"189883","S01012644","S02002369"
"189884","S01012646","S02002369"
"189886","S01012690","S02002377"
"189887","S01012615","S02002363"
"189890","S01012729","S02002387"
"189896","S01012736","S02002388"
"189898","S01012573","S02002354"
"189900","S01012586","S02002356"
"189902","S01012633","S02002367"
"189904","S01012695","S02002379"
"189905","S01012575","S02002355"
"189907","S01012653","S02002371"
"189909","S01012587","S02002357"
"189915","S01012850","S02002407"
"189917","S01012856","S02002408"
"189919","S01012849","S02002407"
"189920","S01012824","S02002403"
"189921","S01012819","S02002402"
"189922","S01012837","S02002405"
"189924","S01012834","S02002404"
"189925","S01012835","S02002404"
"189926","S01012833","S02002404"
"189927","S01012867","S02002410"
"189929","S01012859","S02002408"
"189930","S01012858","S02002408"
"189933","S01012872","S02002411"
"189934","S01012873","S02002411"
"189935","S01012746","S02002389"
"189937","S01012797","S02002398"
"189941","S01012811","S02002401"
"189953","S01012902","S02002417"
"189955","S01012594","S02002358"
"189956","S01012710","S02002382"
"189960","S01012582","S02002356"
"189965","S01012650","S02002370"
"189968","S01012698","S02002379"
"189969","S01012611","S02002362"
"190001","S01012739","S02002388"
"190002","S01012734","S02002388"
"190003","S01012733","S02002388"
"190004","S01012740","S02002388"
"190007","S01012592","S02002358"
"190009","S01012647","S02002370"
"190011","S01012751","S02002390"
"190012","S01012996","S02002435"
"190017","S01012687","S02002377"
"190029","S01012943","S02002425"
"190030","S01012939","S02002424"
"190033","S01012961","S02002428"
"190038","S01012712","S02002383"
"190039","S01012742","S02002389"
"190040","S01012798","S02002399"
"190041","S01012802","S02002399"
"190044","S01012803","S02002400"
"190046","S01012807","S02002401"
"190052","S01012606","S02002361"
"190053","S01012686","S02002377"
"190054","S01012988","S02002433"
"190056","S01012906","S02002418"
"190057","S01012993","S02002434"
"190060","S01012782","S02002396"
"190061","S01012991","S02002434"
"190062","S01012773","S02002394"
"190065","S01012748","S02002390"
"190066","S01012907","S02002418"
"190067","S01012866","S02002410"
"190068","S01012990","S02002434"
"190069","S01012760","S02002392"
"190070","S01012987","S02002433"
"190071","S01012672","S02002375"
"190072","S01012781","S02002396"
"190081","S01012908","S02002418"
"190082","S01012909","S02002418"
"190087","S01012904","S02002417"
"190089","S01012905","S02002417"
"190091","S01012903","S02002417"
"190099","S01012901","S02002417"
"190101","S01012922","S02002420"
"190103","S01012931","S02002422"
"190104","S01012914","S02002419"
"190109","S01012977","S02002431"
"190112","S01012976","S02002431"
"190114","S01012983","S02002432"
"190115","S01012981","S02002432"
"190116","S01012982","S02002432"
"190118","S01012984","S02002432"
"190120","S01012985","S02002432"
"190123","S01012706","S02002381"
"190124","S01012992","S02002434"
"190125","S01012784","S02002396"
"190129","S01012731","S02002387"
"190132","S01012787","S02002396"
"190133","S01012812","S02002401"
"190134","S01012810","S02002401"
"190137","S01012820","S02002402"
"190138","S01012821","S02002403"
"190139","S01012817","S02002402"
"190144","S01012828","S02002403"
"190146","S01012840","S02002405"
"190152","S01012818","S02002402"
"190153","S01012815","S02002402"
"190157","S01012814","S02002402"
"190162","S01012951","S02002426"
"190177","S01012986","S02002433"
"190182","S01012657","S02002372"
"190184","S01012614","S02002362"
"190185","S01012603","S02002360"
"190186","S01012937","S02002423"
"190187","S01012942","S02002425"
"190191","S01012896","S02002416"
"190192","S01012923","S02002421"
"190197","S01012916","S02002420"
"190201","S01012924","S02002421"
"190204","S01012911","S02002419"
"190206","S01012921","S02002420"
"190212","S01012912","S02002419"
"190213","S01012913","S02002419"
"190226","S01012861","S02002409"
"190228","S01012792","S02002397"
"190230","S01012785","S02002396"
"190233","S01012989","S02002433"
"190236","S01012783","S02002396"
"190238","S01012762","S02002392"
"190239","S01012857","S02002408"
"190243","S01012771","S02002394"
"190244","S01012770","S02002394"
"190249","S01012776","S02002395"
"190252","S01012755","S02002391"
"190253","S01012752","S02002391"
"190254","S01012753","S02002391"
"190255","S01012757","S02002391"
"190256","S01012759","S02002392"
"190260","S01012715","S02002383"
"190264","S01012711","S02002382"
"190269","S01012735","S02002388"
"190271","S01012730","S02002387"
"190274","S01012726","S02002386"
"190275","S01012728","S02002386"
"190278","S01012789","S02002397"
"190285","S01012966","S02002429"
"190287","S01012973","S02002430"
"190289","S01012793","S02002398"
"190290","S01012974","S02002430"
"190292","S01012978","S02002431"
"190295","S01012980","S02002432"
"190311","S01013000","S02002435"
"190315","S01012999","S02002435"
"190316","S01012994","S02002434"
"190325","S01012876","S02002412"
"190326","S01012892","S02002415"
"190327","S01012893","S02002415"
"190330","S01012874","S02002412"
"190332","S01012875","S02002412"
"190334","S01012890","S02002415"
"190337","S01012891","S02002415"
"190338","S01012885","S02002414"
"190345","S01012825","S02002403"
"190348","S01012870","S02002411"
"190355","S01012642","S02002369"
"190357","S01012625","S02002365"
"190362","S01012780","S02002395"
"190363","S01012777","S02002395"
"190367","S01012595","S02002358"
